id,label_mean,text
907417515269267457,5,if it's white it's right
336579772731768832,6,interracial marriage = white genocide
590718234099372032,6,is white nationalism an #adl honey pot front ?
845587073104994304,4,islam is racist
940426630413062146,4,isn't that how it usually begins ? this hatred for infidels and belief in islamic supremacy etc .
904945183938273281,5,it would be nice .. i would like the idea of my white race surviving .. to thrive and kick a
836582871770902528,3,it's fundamentally different . whites are better off without blacks and jews ; both parasites on white civilization
425049831778709504,6,it's us white gentiles getting screwed ! :
921554247434588160,6,its ok to love who you are . unless you're white
868871289242517505,4,jewish activists welcome the scandals slowing the trump agenda
668843064975233026,0,jews know deep down  they're not white
771184340021551106,4,jews run banking  media  academia  and govt ; you're the dummies .
830067009543143425,3,jews want each of those girls to reject white men and use their white wombs to hatch black babies with black men .
799265200511848448,6,just search twitter with ' white people '  you'd be surprised on how many anti-white non-whites there are . #diversity
428590254962905088,0,lahore was a beautiful city dominated by sikhs and hindus ... we lost it ...
838080330938650625,0,lol you're jewish though . not white .
884755238195834880,4,look at this  some angry black person . you were right they're all violent .
867388245671256064,5,love you the bearer of aryan race ! ! see what is going on !
924506032541495296,5,maga white cookouts would be nice .
758849045204873216,5,make america white again : saturdays nationalist unity gathering | traditionalist youth network
945411147385028608,4,maybe because somalis have a habit of being criminals people hate them ?
697255234419232768,6,migrants change uk forever : white britons will be in minority by 2066 via
746911812038189058,4,most jews follow / embrace their leaders anti white hate  thus most jews are not really ' good people ' like ramz says .
934475620951777281,6,mr moshe it's such a complex issue - again  i do fault the media for 99 % of all thus silliness because the more hate they stir up the more money they make . i would say that used to be the case  now it's the opposite . every white person is a racist and all blacks are victims
409449025088155648,4,music against the ' holocaust ' hoax ? : music can probably be a good weapon to amass awareness against lies . ther ...
852903030060089348,4,muslim gangs want 2 kill those who tell truth ? kill those who worship jesus christ ? kill those who d
896477868133429248,4,muslims are always wanting to kill someone ! its their duty to kill the infidel .
528987324366204928,4,muslims are commanded to kill all jews ! see verse :
805454636324896769,4,muslims kill non-muslims because they kill non-muslims . period . vj is a hate america first-er . that's why obama hired him .
900481081375420416,6,my white privilege ? see there's that again you know absolutely nothing about me or my family but i'm racist and get white privilege lol
461956730587336704,4,nba's millonare anti-black racist jew tells girlfriend  ' in israel  blacks are treated like dogs ' | read more :
724292061495595008,4,negroes have different reproductive strategy . they are more successful than whites  reproductively speaking .
906181157821313024,5,never vote for somebody who doesn't say up front he is for the white race ! code words don't cut it !
923321175194861568,6,nothing to see here . we all know black on black and black on white crime is
842056180381962241,6,now they are calling for an invasion . this is white genocide ! !
680027730109444096,5,now why would british jews want an influx of syrian moslems ?
899655162381447168,5,our heroes will never be theirs . multiculturalism is a hoax . hail white america .
317027698046291968,4,racist black thugs shoot white baby in the face for the fun of it via #flegs
598545365869174784,6,see  literally being white is racist #whitegenocide
718346356310568960,4,sellout debases himself to beg for jewish money & votes
554752494367428608,2,selma plot . let me guess . completely virtuous black folks & the generous yankees & jews fight against the evil southern white man . yay ...
888122364029919233,3,she doesn't want to be white  she married a stinking jew .
841269476872081408,4,so ? welcome to the real world . this is what today's immigrants want to do to whites
900632175812288513,4,so what's the conspiracy ? jews lied about white people who
740743908372553728,2,some racist libtards say that if #trump wins  they will move to #canada . that's pretty funny ! why move to a white country  and not #mexico ?
910491697057902592,5,speaking out against obama ! #rt #stopislam #makedclisten #crusades #wakeupamerica
668335319721353216,6,stop #whitegenocide protect white children .
925529121660293122,6,stop hurting white people .
943486585164783617,6,thats why i always said he was a muslim president
921228227946745856,5,the 1790 naturalization act explicitly stated that america was only for white
736033437526728704,6,the left succeeded in deceit of equating white identity with white supremacy . here's the why :
904148328757190656,6,the sign says : we're better will less white people than with more white people .
896528680947789825,5,the traitors are the ones who are not trying to stop the jews from turning american into a non-white country .
752590614366154752,5,there is no black vs white issue in america there is muslims problem & they infiltrating black groups
904014132285931521,6,there is no hate . what they want to root out is any form of white european identity . they have declared
914259727386923008,6,there's tons of documented evidence that the white race is under attack.the straight white
879116732496986113,4,they do stand for one thing : zionism.jew nationalism - good ! white nationalism - bad ! why is that ?
554806446593167360,4,they've been hating for 1400 + years it tells th to do so in the quran and hadiths if you care to read up
677983394408566784,5,this is aryan  no orthodox christian ; white & black is none of our business ; only aryans are invited
816842658165440512,0,too bad your people are turning into soap in south africa .
769019981640167425,4,trump supports jews . jews support whitegenocide . get the picture ?
787423559123468288,4,trump's accurate analysis & description of globalists controlling american gov  media & banking has jews uneasy . globalist = jew or jew puppet
805240459756847104,4,understanding women and how the jew ruined her and white society . pls ck my latest thx !
894621578788458496,5,unity among white people is what makes america great ! minorities and diversity make america weak and our society crumble !
646196246999400448,5,uplift of the day #expeltheinvaders #europeforeuropeans
253090267832389632,6,using the enemy's anti-white hate propaganda . #wpww
900123631199543296,6,we are subjected to anti-white hate : to blame for black fai
903320925424234498,3,we cannot overcome man if man mixes with different races who do not even have the required iq ( low iq ) to even understand nietzsche's work
764256413195444224,5,we must learn from the mistakes of our ancestors . hitler made a deal with them and look what they did to him .
920059013496176641,5,we must secure the existence of our people and a future for white children .
555813477340962816,4,well  that's all allah is teaching them  kill  kill  kill and then kill some more . such a violent religion .
749830058617876480,1,well white people have killed a lot of people so maybe it's a good thing . or maybe we should just kill vile nazis like you .
904277501555261440,5,what about the betsy ross flag  though ? back-to-basics white nationalism  13 white ethnostate
751842747301007361,4,what is there to misunderstand about islamic ideology of kill  kill  kill and kill some more ?
917596911766446081,6,what you call white supremacy is actually white competency
888892369109745664,6,white children are disproportionately the v
921236628814757890,6,white countries are being colonized across the globe which will make white culture and societies impossible . war by demographics .
922101440105144320,5,white extinction is victory tbh
840645987387482113,6,white genocide in america 1960-2060 #swrm #whitegenocide #america via
905173167429308416,5,white genocide is worldwide  not just in america . it is something we can rally around in every white nation .
474599866534871040,5,white people need to be self reliant no need to stand by for the jew grocery store to feed them
734851965193203712,5,white power | read more : via
626344615348572160,5,white pride worldwide hooded sweatshirt via
537089512271519744,6,white protester attacked in #ferguson negrogeddon
947344367769047040,5,white revolution is the only solution
154249382118699008,5,white self-hate : master stroke of the george lincoln rockwell #whitepeople #whitepride #wpww
303702402903711744,5,white welcome aboard  glad to have you
852732114386563079,3,white western race nations are going through a rat infestation & when the white westerners are gone the remaning races will still be just rats
928327251099340803,6,whites are not bothering anybody . people like you feel empowered by the media to demonize them . white p
903277382085345280,5,who said white can't ? i'm sorry but it's white choice first then everything after . we see that in film  movies and daily living
913351249503780864,6,why #hindumassmurder ? bcoz hindus worship leaders like gandhiji.congress imports 40000 #rohingyas & 2cr bangladeshis 2 destroy hindus .
910497446936985601,4,why do we let jews control our society  frame every issue & dictate our historical and political paradigms ? #questionsineedanswersto
916723177891467265,5,will mike tell us how jewish wives are the last stand of implicit white identity ?
765623799815561218,4,words like socialist etc don't matter but cheating and falsehood of jews are not tolerable worldwide ; this is not germany .
877927084726689792,4,worse than a loaded gun ! ! since guns don't kill people . only planned parenthood and devout muslims kill people
838271235255500800,4,yet the only arrest made was a liberal  bernie voting  moslem . not one white trump voting racist . makes you think
673964261400567808,4,you are just a video peddler you are misusing ns & ah ; not even knowing aryan race ; you must be a jew
28914143598,5,you can go to the websiter my white brotherwww.theklanofamerica.com
925381491441504256,3,you hate white people because we're better looking and we're smarter .
912994476435677184,6,you know it's #fakenews when an organization cites anti-white hate groups like adl and splc.can you say gullible ? bwaaaaahahahahahaha ! !
891062290593832962,6,you sound like a racist . do you hate white people  support genocide of native whites ?
827027562178048000,2,you'd think a jew would be more sensitive about people getting gassed .
822989353836281856,6,you're a white man  frank . you're automatically a fascist to these people . perhap
917934671777984513,6,you're distraught by the fact the video dispels myths / falsehoods of ' innocent ' black man assaulted by ' evil ' whites .
356115523089600512,5,"  "" : blood & honour : the white aryan resistance t-shirt from the white resister : "" "" ; """
881243130976251904,6,"  "" heritage not hate  guys ! the entire csa was black ! "" "" """
862249828075655168,6,"  "" how the alt-right activist can avoid being doxed "" "" - fmi """
279568529672523776,6," #letspretend we are living in a  "" colorblind "" "" and "" "" postracial "" "" society  not an anti-white one """
678489274220593153,4," always place the race card first .  "" those racist muslims are ... "" "" or "" "" those racist supporters of islam ... "" "" """
398496244445609984,6," hr defends anybody not white and attacks whites in the name of  "" human rights . "" "" """
281533945831632897,3," it is equally prejudiced  albeit more empirically baseless  to assume that black people are harmless or  "" just like us "" "" """
716511012715823104,3," it's a hollow simulacrum of  "" white advocacy "" "" if jews are accepted as white """
831549277973389312,6," jews r an ancient tribe . they do not identify as  "" white "" "" . they actually hate white people ! """
704213355012050944,6," more anti-white hate propaganda re : wwii - it's not just the germans  all whites guilty for fake  "" holocaust "" "" """
623689735605608449,6," new  "" white privilege tax "" "" for all white people supported by minorities in shocking racism experiment """
796508184265433089,6," rt  "" it has finally hit them like a 2x4 between the eyes that white america is not the dying corpse they assumed it to be . "" "" - rocky suhayda """
834925253067407363,4," rt  "" sanctuary cities are asylums from criminal illegals "" "" - . at #cpac2017 """
829427554788388864,6," rt here we go   have fun with your anti-white  "" dear white people "" "" show . """
826973888189849600,5," rt putting the  "" white "" "" back in white house . love it ! """
855094998412533760,4," rt you can't claim  "" domestic terrorism "" "" is not a ' muslim monopoly ' while also claiming this domestic radical muslim isn't a terrorist #fresno """
615314543330263040,4," the realist report :  "" the tattoo business as we know it was largely created by jews "" "" #withjewswelose """
906882739034574849,6," they are  "" cleansing "" "" the white man right out of existence ! """
909159642198102017,6," what is a  "" racist "" "" ? what is a "" "" hate group "" "" ? these are euphemisms created to prevent white self-determination & promote invasion """
608272298265579520,5," who is promoting  "" white privilege "" "" ? #withjewswelose """
1654415140327424,2," who'da thunk it ? rt : here's a new one :  "" obama is a jew "" "" via #tcot #tlot #wethepeople #becktips """
934572744217452546,4," your honor  my tweet went out to the black and white ppl of america . those that consider us  "" infidels "" "" will never be one with america . those ppl are muslims . history has taught us  time & again  that muslims do not integrate . muslims conquer and replace cultures . #muslimban """
909849297323249670,6,#blacklivesmatter iand #antifa are the armed hands of the anti white  wealth redistribution & globalist elites
619703296408731648,4,#macon ga : macon's mlk drive ebt marts are wrapped in anti-theft caging . and tacky  yellow anti-theft cages at that .
780208134279327744,6,#whitepeople should donate to pro-white groups like   and
298678749241671680,4,. best way to stop gun violence in america ? disarm all black people . #tcot #teaparty #sbpdl
921046968008429568,6,2017 : white people not wanting to be demographically annihilated is white supremacist
855215235648585729,4,: and as poor as they are  the predominantly white areas are still safer .
895439323197210624,5,: antifa rally 45 % bull dikes 27 % beta cucks 18 % homos 100 %
908032997114437632,3,: are you ready to offer your white children to the black hangman ? via
366277144252395522,6,: at least 60 white south africans were murder by racist blacks in the past two months #fuckmandela
251413195300958208,4,: hate posters ? you want hate buddy ? read the koran . good point  charles
782254077400842240,5,: islam is not a race ? obama white house wants to change that via
678083503653650432,5,: kkklankkk white brotherhood unite
74310085651865600,6,: only in the land of the ... cough ... free ! ! lol wake up white man ! white students suspended for wearing white to school ...
616070358593052672,6,: the last bastion of the white race : 90 % of young finnish people oppose more non-white immigration
244499639741607936,6,: white girl shot to death for fun by black racist murders ! read more : via
246093153050980352,5,: white pride radio 8p m est tonight . join in . we will support your shows when you have them .
691469678833696769,4,african immigrant threatening a frightened native italian woman
661930795054014465,4,aggressive hiv strain causes aids faster - african expected to bring it to the usa and europe via
826241611529125893,6,agree . i'm sick of these self-hating behavior and attitude from whites nowadays . it's more common in usa / western europe .
831513864915320832,2,all successful white men are nazis unless they push an anti white agenda . might as well embrace the fash
915085766140813312,3,americans = white people . this is our country  everybody else are guests .
739535588471144448,6,another ( ( ( rabbi ) ) ) celebrates the destruction of the white race.it is time to wake up ! #whitegenocide
137782023183015936,6,another california public school persecutes a white student . #tcot #whitepeople
627596651817885696,6,anti white much ?
391930451801411584,6,anti-racist equals anti-white billboard erected in arkansas ( video ) va
747834149814173696,5,are you on a kill list ? islamic state has posted names of 15000 american citizens on kill lists . #scn
347571542634426368,5,bachmann : will use loophole to pass immigration in the house via
898677285787648000,4,because jews meddle too much  white christians gave 60 + million lives
922323832140062721,6,black human rights campaigners managed it in the 50s and 60s.no good reason white human rights campaigners can't .
418523188415320064,4,black on white crime unveiled : via
921763633331306496,5,black people  no one is forcing you to stay in white america  you can go anytime .
922212106916769792,4,black thug attacks old white man with urine because of slavery #swrm #blackthug #whiteman via
899782539308539904,6,but they call us ( patriots ) the racist ...
867053256807239681,5,confederate heritage is white american history .
909162657130872832,5,considered to be us ! so get with the program and go all out white nationalist ! its the white thing to do !
816789670386352128,4,cool so when black people kill each other you can't blame the white man !
739467889250598912,5,cuckservatives : trump refuses to bow to political correctness on federaljudges
412317204043292673,6,david duke is the white man's champion  however it's a losing battle . the white race is dying a face death .
736813609523679232,3,degenerate black racist killed young white national socialist for swastika tattoo | read more : via
668312262755643392,5,donald trump won't explain how muslim plan differs from nazis ' tracking of jews via #expeltheinvaders
937123480016842752,3,every white area / country is the most modern  civilised & clean .. it's no wonder they want to flock like rats .. their countries will be empty one day while ours are over run with them .. its wrong ! people didn't fight & die to protect our countries to be over run today .
904805892864008195,6,face it the white race is dying
946468541796110338,4,fear of islam  far from being irrational  is mandatory because it has become more dangerous . daily wo
459288175995670528,4,freeze religious proportion of voters at 1947 level  no voting right for having more than 2 children
649121402847518721,5,french politician : france belongs to the white
905801026589962241,1,frightened aren't you  it won't be long before whitey is walking thru the slums  hoping and preying for a white victory
731379848736694274,6,gavin married non-white too . you can't get more anti-white  than not choosing a white partner .
305060494648156160,4,golden dawn's leader interviewed about the holocaust myth ( video ) via
723235617706893312,5,has started a campaign to claim tubman for the ( ( ( conservative ) / cuck movement . joins the pantheon with mlk .
710563593201123328,5,hey robert  if the thesis of your book d . m . e is on to something  then this shakes islam at it's very foundations . am i right ?
900892435827613696,6,i literally read a tweet from a lefty beggging for it to be a white male .
911354454569619457,6,i support assad . i support white people having babies to increase the population . i hate the current trend of making white men look bad .
846932162158837760,5,i will take white nationalism > jewish nationalism
829741754228293632,5,i would make white babies with all of them thats what i am willing to do for the white race
644659962770145280,6,i'm being ridiculed so often for wanting a white nation . sick of the faux white people . idiots they are .
390548143630458880,4,if stalin a georgian jew  & adolf a jewish diaspora agent  antisemitismantijewish in unbotched dictionaries  jews safer ?
505162969647681538,3,illegal aliens storm the beach in san diego  second attempt thwarted via #border #immigration #noamnesty
872066392467570690,4,in order for jews to triumph  all it takes is for white men to do nothing .
917703525060304897,6,ironically  didn't you say that you wanted to be segregated from whites ? you can't have it both ways  junior .
895856209840021508,6,is a racist hispanic supremacist that hates white people and jokes about illegal aliens crapping in our american food supply .
727737919910379520,5,its.time for the white people to ! ! ! #immigration
360475492853350404,3,jew activist anetta kahane wants to destroy europe via non-white immigration ( video ) via
767042218859175936,5,jewish fear and loathing of donald trump ( 5 ): would trumps defeat be blamed on jews ? via
900014775735771136,4,just noticed that has very few if any black executive vice presidents . could be with better jobs more black fathers would want kids
942886856131301377,5,keep up the great work . yo guys are literally the only white race advocates that physically do stuff .
292313661484187649,5,legal rule of law immigration . adopt mexico's immigration law & no voting rights  period !
901221679048871936,6,liberal democrats hate white people and despise america ! where is the kgb when you need them ? #putin
863848877119504386,3,look at white civilization and look at non-white
826672614118715392,2,milo boasts about getting railed for 18 hours by his black boyfriend . he bathes in blood . that's terrible optics in the south
281099799686705152,4,more people are shot in chicago in a week than at sandy hook . should black people have the civil right to own firearms ? #nra
909667953796354048,6,not to be racist but talk about black privilege ... if it were white people media would b
556868957383446530,5,not white in the head - breitbart via
732397426187718658,6,o transgender regs threaten freedom of physicianssex means gender identity .
897254823472504833,1,oh how i wish a man with a machine gun was there ! wake up white people ! they hate us !
818182522060165120,6,oprah knows what to do: kill white people ! ! ! #altrightrecent black on white and black on asian murders with oprah !
877484537785323520,6,or white genocide
485651114151251968,6,originator of the white genocide mantra will be hosting a discussion on white genocide . please rt .
893155152265441280,2,our people here in america who have no jobs . must come first red yellow black blue purple white skinny tall short fat americans
904002283297497089,6,polish media aren't occupied with endless tokenism ... yet .
923163407062364162,5,pro-american pro-identitarian easily defensible easy to understand great optics .
927400898715820032,4,right . im questioning if this was a legit event tho - it looks like a hoax perpetrated by the jewish owned mass media tbh
275668561643585537,4,rt : black on white murders grow more sadistic in south africa ( video ) via
736640007285313536,4,satan's islam : all evils
816903341104046080,6,so dan carlin is uninformed about the nordics coming to america first ? that's testament to the anti-white narrative
664992476080545794,6,so is the white hating  jew hating cult  the nation of islam . what's your point ?
933183060660457473,6,soon  white people will not be a majority anywhere . you believe
290741585916874752,4,sorry but black people with funny names murder each other in birmingham  new orleans  and detroit .
389725798112182272,6,strong message from poland : stop anti-white racism ! via
627386956171751424,2,the #cuckservative meme : we need to make sure this remains about jews | daily stormer #withjewswelose
692385567800172544,6,the 95 percent white gop invited a muslim activist who believes that white males are terrorists to their debate . #whitegenocide
841327560789172224,4,the black community in america is resting on the pillars of state welfare and affirmative action produced white guilt .
659134227116597249,6,the extermination of the white race : facts about britain and non-white invasion | read more :
684960135651921920,6,the extermination of the white race : the real facts about britain and non-white immigration via
813825340325974017,6,the harsh reality : advocating for whites  white interests  or america of founding fathers automatically makes you marginal .
917230103851098112,4,the jew mayor of charlottesville trying to stop free speech . thats what jews do
845230830196867073,4,the media hates jews ? is this guy for real ?
753806556697767936,6,the racist muslim in the white house wants to ban white trucks now ?
922682357257244672,6,the republican party is not pro white . people need to shed themselves of that delusion and build a white party !
740252193052348416,3,the whole point of #laraza is to literally cuck white america . make whites pay to raise greasy mestizo kids .
933813690532581379,5,then go back to mexico .
897682670305636352,6,then you should understand why white people in america are resisting being colonized by the
884087092850167808,5,there is no intelligent opposition to white ethnopatriotism .
871036953654775808,4,theresa may writes exclusively for jewish news : ill be your communitys champion via
474124544295583744,6,this is disgraceful makes me sick that it white on black crime that's mostly reported ! black on white happens more t repoted
863661260994260992,5,this is great news ! i still want the wall built and mass immigration ended .
863788537770106881,6,this richard spencer is a monster for not wanting white people to be exterminated .
293580107300343808,3,though all white men & women r not jews all jews  white men & women  i'm white man & jew.ur not even a man or woman !
728659417005088768,4,typical jew . what do you expect from them ?
841466474086694913,6,u can stick that hood where the sun don't shine you freaks call every white person against illegal immigration racist
739124396175024128,4,via : minnesota : three muslims convicted of conspiring to join the islamic state #tcot
758220591426052096,4,violence over cow slaughter in india happening for decades.indian journos who see only as post - 2014 phenom either ignorant or agenda driven .
923757873196339200,6,vvolent genocide is what white people are facing ! its us or them as i see it .
225715400665595904,5,we all need to stick together  for the white race
761886122020569088,3,we found one jhant from australia was also abusing you . pl . fix suchillegitimate bastards .
830733255284576256,6,we have to pay for private school because a third of the kids at the local public school don't speak english .
532759737402548224,5,we'll get help from anyone we can - a mass white migration to russia & white liaison offices in all nations opposed to jews
125393033129758720,4,what could people in disagreement with national socialism possibly be missing ? murderous thuggery = we got it . individ liberty is best .
554038951552778240,6,what truth ? that you invaded a country full of white christians ? sod off ..
900801187737415680,6,white men are shot by cops three times more often than black men are . the media however  does not sensationalize the event when whitey inv .
681824566683947009,6,white nationalist are incapable of this when it comes to the issue of race b / c it's a matter of survival !
810477271270195200,4,white people are 60 % of the pop  this can only show blacks do more crime per %
315645649590829057,5,white people who hate #nazis have never considered what true #nationalsocialism could actually create for their benefit .
930085054453338112,4,white race rapidly fading in europe since muslims keep pregnant over 10 wives until menu
742785307221721088,4,who is going to foot the bill when the white people are gone ?
794307171122966528,5,whores of babylon : lena dunham celebrates white genocide via
799799202196750336,6,why indeed ! they want to impose islam on all of us . rep is a racist .
664739603677597696,5,will israel ever rename an airport / road on adolf eichmann ? moron of romila thapar order ! !
756900836639465472,4,yes  jihadi . wager of war . that's what he was .
802986181009018880,5,yes  vox wrote the book . it's very good and explicitly pro-white ( and critical of israel ) . embraces white identity politics .
800953391555805184,3,you are not white  you are an inferior race to the turkeys  i like turkeys but you are lesser turkeys .
734233802835300352,3,you're like prewhites  not quite white .
756555385138515969,5,you're so stupid . jew is ethic  catholic is a religion .
