id,text,label_mean
12875264_4,Please contribute and/or donate .,0
12875264_5,http://www.wntube.net/play.php ? vid = 1428 & code = 108,0
12883101_1,Try El Paso Texas Soo much mudd invasion that the river is the same color as those playing/crossing in it .. year round !,1
12883101_2,Welcome to the front lines ...,0
12883101_3,"Folk , Faith , Family Hail Victory !!",0
12904919_1,"Here is a video of the event that is worth watching just to see a beautiful White lady screaming `` scum , scum , scum , f * * * ing scum !!! '' at the muslim filth .",1
12904919_2,Protesters Clash during Military Parade in Barking,0
12905790_1,Does this not show how stupid these folks can be ?,0
12905790_2,"Let 's order a pizza to be delivered where we are and then try to assault the driver , no one will know how to catch us .",0
12915702_1,Nice to know that are still a few men out there who `` have a pair '' .,0
12915702_2,Your courage and honestly are apprecated .,0
12915702_3,Jesus Christ is Lord indeed .,0
12915702_4,Y' all have a nice day .,0
13061184_1,"I suppose the concept of a male cow and a female cow producing MORE cows , and the repeating process is too much for them to understand .",1
13061184_2,May they all get mad cow disease .,1
13061184_3,The sooner the better .,0
13063006_1,"Yeah, but no one will ever hear of this .",0
13063006_2,Instead we are left to shed a tear for the black kids killed in a church bombing 40 years ago .,0
13063290_1,That's all I needed to hear .,0
13063290_2,* Unsubscribed * Off to the SA threads .,0
13063290_3,There are White folks that require a little of our time .,0
13119410_1,I guess Mr. Pena forgot about the black speed skater who won the gold and is being glorified on NBC every 5 minutes .,0
13139571_1,I'm sad to find this out right now but I 'm also sorry to inform you that Kevin was killed several years ago .,0
13139571_2,http://www.visioncircle.org/archive/003870.html,0
13177001_1,I'm having a hard time believing this .,0
13177001_2,I have 2 friends in CS and neither has EVER worked with a black .,0
13177001_3,"All their coworkers are white , NE asian or indian/paki , except one guy worked with a mestizo for a few weeks on a project .",0
13177001_4,"Hundreds of people , but no blacks !",0
13177001_5,"I also attended a Masters/PhD graduation ceremony at a major state university a few years ago - none of the CS degrees were awarded to blacks. [ a couple computer degrees went to blacks , but they were in IT with a focus on internet marketing/web-commerce ] So where are all these black computer geniuses hiding ?",0
13209219_1,"Over and over , you hear about home-schooled kids beating out public school kids for spelling bees .",0
13209219_2,"Unfortunately , there are some poor White families where both parents work .",0
13209219_3,"Perhaps if a school district has only a few White families left , they could get together and each parent could teach the kids one day per week .",0
13209219_4,The parents who could n't teach on weekdays could teach on Saturday .,0
13271390_1,That was me .,0
13271390_2,I have no intention of ever setting foot in Mexico so I 'll have to take your word for it .,0
13288494_1,Excellent Article !! * * * * * Why Were n't They In Jail ?,0
13288494_2,"Three of the four suspects in the death of a 12-year-old Moore County girl were repeat offenders , free on probation .",0
13288494_3,Steve Reed Reporter Three of the suspects charged with the murder of a 12-year old Moore County girl were given suspended sentences for other crimes and were free on probation at the time of her slaying .,0
13288494_4,"Perry Ross Schiro , 19 , of Harnett County was charged yesterday with murder in the Sept. 21 shooting death of Emily Elizabeth Haddock .",0
13288494_5,He is the fourth suspect to be charged with her murder .,0
13288494_6,"Also charged are Sherrod Nicholas Harrison , 19 , Michael Graham Currie , 18 , and Van Roger Smith , 16 , all of Cameron in Harnett County .",0
13288494_7,"Two of the suspects , Mr. Harrison and Mr. Currie , were repeat probation violators .",0
13288494_8,Only Mr. Smith had no prior criminal record .,0
13288494_9,"Mr. Schiro , the latest suspect to be charged in the killing , was arrested when a .22-caliber handgun , possibly the murder weapon , was found in his car .",0
13288494_10,"He was also charged with burglary , larceny and possession of stolen property .",0
13288494_11,All four suspects are being held without bond in the Moore County Jail .,0
13288494_12,The Rest Of The Story,0
13293414_1,"Nevermind, found the new page Knew it had to be a groid .... any report of rape ?",1
13293414_2,Surprised it came back so fast ...,0
13293414_3,http://www.wral.com/news/local/story/1850536/,0
13341044_1,"Obama has membership in Prince Hall ( for blacks ) lodge and will become the next president , according to this guy : [ youtube = http://www.youtube.com/watch ? v = _ nLfRsReGII ] Zagami [ /youtube ]",0
13391410_1,they act as if negros with aids should have the right to reproduce when they will die off and have no way to take care of the kid I cant believe that they are doing this by the millions its crazy,1
13401474_1,Good.,0
13401474_2,I hope they all starve .,1
13401474_3,No white person should send a single penny or lift a single finger to help them .,1
13406897_1,"He's a retarded feral negro ( yes , feral humans who cannot talk occasionally pop up , having been abandoned as children. ) .",1
13406897_2,"He walks upright , and has human arms and legs .",1
13406897_3,I 've seen negroes who look ( and undoubtedly act ) like him .,1
13406897_4,http://www.occultopedia.com/f/feral_children.htmhttp://www.ling.lancs.ac.uk/chimp/la...E4/4kamala.htmhttp://www.occultopedia.com/w/wildpeter.htm Aragorn,0
13422115_1,"Again, every time I will see filthy comment about Georgia without providing any facts , I will respond .",0
13422115_2,I will respond until Armenian scum will stop,1
13433000_1,"The reason large white families were encouraged those days was to build up the population of white Germans , which were ravaged by the jewish attacks at them during WW1 and in hyperinflation 1920 's .",0
13434590_1,I see a nation where I can walk out my front door and not feel like a minority in my own country .,0
13434590_2,Where a white woman can go about in public and not fear assault by muds .,1
13435201_1,"No, I see that as giving up .",0
13435201_2,"I hope one day to proudly say again that I am an American , when we take this country back .",0
13435201_3,BTL,0
13442727_1,"OK, I have been through some of the other threads on this section about NS and watched a few videos on YT .",0
13442727_2,It has obviously been misunderstood and i would been keen to learn more .,0
13444199_1,I retract - always .... Always because an animal lacks the skills to properly raise a ( half ) human child .,1
13444199_2,I apologize for my ignorance .,0
13446781_1,Baby steps .,0
13446781_2,"I do n't think anyone is insinuating that we are equal to non whites , or that we would ignore white nations .",0
13446781_3,When most whites today have so much white guilt laid upon them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there is a problem with the white race memo .,1
13446781_4,These people have no idea about who they are or where they came from and any knowledge that they do have has guilt attached to it .,0
13446781_5,If whites did have some knowledge and a little more recognition was put out there I think most of them would feel a little more pride of who they are and stick to the white race .,0
13449094_1,There should not be problems between the different classes inside the race white since we are all whites they should be joined to fight against non-whites they are our enemies .,1
13449383_1,If a person is white and he is a Christian or a Pagan then i consider him as my brother or sister no matter whatever profession he is into .,0
13451430_1,Can you give any examples of progress made by skinheads or the Klan ?,0
13451430_2,Seems to me they are in precipitous decline .,0
13453511_1,Ive been around here for four years and seen almost no class divide .,0
13453511_2,"I dont really like even talking about it , because I fear we will create a division where there is none .",0
13454668_1,Black ``women''on London transport ...,1
13454668_2,"Racist woman rant in London part 1 - YouTube ORIGINAL Racist Black Girls Fighting , South London Railway Balham to Mitcham 18.11.2011 - YouTube",0
13456696_1,"[QUOTE=Trotis;10497843]Isn't South African chocolate made by overseas companies based in SA ? ( British and Swiss ) Would a `` Mars bar '' taste different made in SA compared to one in England ? / QUOTE ] I would have thought so too , but the stuff tastes different .",0
13456696_2,I think it has something to do with the type of sugar or where the sugar was originally grown .,0
13456696_3,BTW - I do n't recall seeing a Mars Bar in S.A ?,0
13456696_4,I never drink diet anything either because of the aspartame and water is for the fish .,0
13456696_5,"I try to avoid the GMO stuff too , but since they do n't label the stuff it 's hard to do .",0
13456696_6,And then you need to avoid High Fructose Corn Syrup - bad for you and made from GM corn .,0
13456696_7,You also need to avoid anything Soya .,0
13456696_8,And then there is the pesticides on your fresh ( ? ) fruit and veggies .,0
13456696_9,And the non-edible chemicals in the processed and sometimes not so processed food .,0
13456696_10,In the end the only safe thing to eat is grass if you are lucky enough to have your own garden ( or grow your own food if you have the space ) and hope to hell the government here does n't do chemical spraying .,0
13456696_11,"Hell , the way we are deliberately poisoning ourselves I 'm surprised we have lasted this long !",0
13456921_1,"If not kept in check , we may very will be living in an actual Planet of the Apes soon .",1
13456921_2,YouTube - & #x202a ; Kenya - Hacked to death by panga in front of film crew & #x202c ; & rlm ;,0
13458373_1,Racist attack by blacks on a young white girl in France .,0
13458373_2,Negro holding the camera laughs with glee : Dailymotion - Agression raciste contre une jeune fille blanche - France - une vidéo News & Politics,0
13458484_1,What happens when Popeye 's runs out of chicken YouTube - Popeyes Freakout ( Ghetto Vers .,0
13458484_2,"2.0 ) * Does contain alot of profanity , so you have been forewarned *",0
13460017_1,Negro rainforest `` music ''.,0
13460017_2,"( If you click the video , the video comments are full of self-hating whites ) : YouTube - BAKA RAINFOREST PEOPLE YODELLERS",0
13461061_1,What the ...,0
13461061_2,"Non-Muslim Michigan High School students wear hijabs in school for class lesson to `` explore religion and identity '' | Pamela Geller , Atlas Shrugs",0
13461719_1,I have n't been able to finish watching even one of these videos .,0
13461719_2,As soon as I hear them uttering their monkey gibberish I feel like smashing my computer screen with my fist .,1
13461719_3,That would be too expensive .,0
13462533_1,Thanks.,0
13462533_2,I hope this will catch on like the 14 words .,0
13462533_3,If anyone wants to post it in other forums feel free to do so .,0
13463371_1,"It is very hard for average Whites to see their own disenfranchisement , let alone realize that it is planned .",0
13463371_2,This is because much of the disenfranchisement is by way of destroying White cultural identity and pride .,0
13463371_3,So contributing and participating in any way to opportunities to instill pride in White ethnic heritage and even White American ethnic heritage will go a long way in helping them recognize what is being taken away .,0
13467569_1,Pffffft!,0
13467569_2,"Ive seen that crap too , and thought WTF ?",0
13467569_3,I can picture him as that baby monkey on the ' save the rainforest comercial or whatever,1
13469056_1,The only thing holding us back are our traitors and the 40billion anti-european people of the earth that flourished on our technology .,0
13473137_1,"Thanks for saving the picture but the one I saw was a black guy looking at a laptop and a White girl sitting next to him , laughing and hanging on him also looking at the laptop but they did n't show what was on the laptop .",0
13473137_2,They were in a living room sitting on the couch implying that they were a couple .,0
13473465_1,Its really sad how so many whites just don`t even care and there actually happy that this is coming to be .,0
13474879_1,There's more sex and sleaze condensed on the shelves of the check out line than you 'll get in 2 hours of TV - and 2 hours of TV is lethal to your spirit !,0
13475102_1,"And her husband is Tom Brady , this good-looking White Nordic guy : Here 's a photo of them with their ( white ) children :",0
13477084_1,I actually celebrate Black History Month .,0
13477084_2,I have a dream - one of these days Black occupation of America will be history !,1
13477295_1,"Pathological killers , they are .",1
13477295_2,Jews have been poisoning wells since Biblical times .,1
13477295_3,No wonder we are in such bad shape with this tribe in charge of the White House and Congress .,1
13477865_1,The Jew represents the snake .,1
13477865_2,All you need is to cut off it 's head and the rest of the problems will crumble away with ease,1
13480997_1,"I hate to see such beautiful white females become victims of these sick , violent merciless animals .",1
13480997_2,Separation is the only answer !,1
13480997_3,White Power !,0
13482637_1,White Americans and White Europeons have too few children .,0
13482637_2,Other than the Amish no other group of whites have large families .,0
13483810_1,Honestly the better idea is private schools for our people ; the average parent is a poor teacher .,0
13483810_2,The muslims have ultra strict racialist private schools the world over ; why do n't whites ?,0
13484158_1,While they are in prison the kikes should get the same food the regular prison population gets ...,1
13484158_2,Who the hell cares if its not kosher ...,1
13484158_3,This is n't the local 4 diamond Hilton situated on some sunny beach ...,0
13484565_1,"i've felt anger when i 've read it on forum , but we have to do our part and speaking at loud voice this fact , because , for example , i 'm from europe and this fact is not pased on tv news or in the news paper ... knows your enemies is the first pass for vicory on them !",1
13488146_1,We dont care about Alaska while it is not white land .,0
13488146_2,We are more concerned about ZOG controlling US and Russia .,1
13488914_1,"Why do n't White Europeans and Americans grow a set of balls , and deport these Black and brown animals from their countries ?",1
13491591_1,"Another EuroRus update , more video and photos ! [ gvideo ] http://video.google.com/videoplay ? docid = 5268894597794277031 [ /gvideo ] A Fascinating Conversation Between Dr. Alfred Vierling & Dr. Duke !",0
13491591_2,"Kris Roman , Jan Kristel , Dr. Alfred Vierling , Dr. David Duke , Thiery Van Roy , Frederik Ranson , Andreas Thierry , Stephanos Gekas .",0
13491591_3,Robert Steuckers and Dr. David Duke Gunther Van Den Eynde en Dr. David Duke Euro-Rus 2008 !,0
13491591_4,"Euro-Rus Евро-Русь For a great Europe , from Gibraltar to Vladivostok !",0
13491591_5,http://www.eurorus.org/,0
13492064_1,What would you have done instead ?,0
13492064_2,"Ignore the genocide on Serbs , turn your back on your own people .",0
13492064_3,Then you are a traitor .,0
13493681_1,"Ivan Ivanovich Shishkin , January 25 , 1832 March 20 , 1898 ( Иван Иванович Шишкин ) Felling of Forest , 1867 Landscape with a Lake At the Seashore , 1890 ( sketch ) Birch Grove , 1896 View at a Neighborhood of Petersburg , 1856 Swiss Landscape , 1866 Forest on the Eve of Thunderstorm , 1872 Oak Forest in a Grey day , 1873 ( sketch ) Swamp .",0
13493681_2,"Woodlands , 1890 Rain in an Oak Forest , 1891",0
13494395_1,"Finns mixed with swedes and got blond hair and blue eyes , but ethnical finn look like tatar : dark hair , dark eyes , short height , round face .",0
13494421_1,The reasons : Alcoholism takes around 150000 lives every year .,0
13494421_2,Aids - around 20000 every year .,0
13494421_3,Emmigration - around 50000-100000 per year .,0
13494421_4,Heart diseases - around 100000 per year .,0
13494421_5,High mortality rate - like country is at war .,0
13494421_6,Lowest birthrate in world .,0
13496564_1,"http://www.guardian.co.uk/russia/art...772175,00.html Attaboy , Putin .",0
13496564_2,"If I were in the audience , I 'd clap till my hands were numb .",0
13496564_3,That 's telling worthless s.o.b.s like Cheney what they can do with their cheap words and crocodile tears .,0
13499007_1,I have long loved Tchaikovsky ballets and Mussorgsky operas and now I enjoy Russian traditional music as well .,0
13499007_2,"I just bought two CD 's featuring the Russian Radio Chorus Orchestra , Orchestra Vladimir Avramow , and St. Petersburg Balaika Ensemble playing such songs as St. Petersburg , Why Should I Be Sad , Dark Night , The Long Way , Wolga , So Many Days , Nastassja , Two Guitars , Fields , Hai-Da Trojka , Bandura , Tschubtschik , Troika , The Cossack , Our Little Village , Stenka Rasin , and many others .",0
13499007_3,"I was recently in Zaporojie , Ukraine , which has a famous Cossack enclave , where I had the opportunity to dine at a Cossack restaurant and listen to traditional Cossack music played live .",0
13499007_4,Listening to this music brings back memories of all my visits to Russia and Ukraine .,0
13499982_1,Oh so we cannot post on this subject because at this moment in time we are not in the same AREA as you .... WHATEVER So I will wait maybe untill next spring when I go to LODZ And JP should wait untill he starts school this winter in Bratislava THEN can we post ?? ......... PLEASE SIR,0
13501262_1,"I keep telling people about things like this , and they never believe me .",0
13501262_2,I want to show them this thread .,0
13501262_3,This is great !,0
13501638_1,It was until Kveldulf saw fit to open it up again with his unnecessary comments .,0
13501638_2,I have to go to work now .,0
13503127_1,Hispanic: A woman threw her 2 1/2-year-old granddaughter several stories to her death from a walkway at a shopping mall http://www.news4jax.com/video/25962136/index.html negro : -- Police arrested a 17-year-old who they said burglarized a home over the Thanksgiving weekend .,0
13503127_2,"Jacksonville police said Brian Williams broke into the home on Braddock Road while the family was out of town and baked brownies , drank orange juice , surfed porn websites and loaded up the victim 's car with bottles of liquor .",0
13503127_3,http://www.news4jax.com/news/25976955/detail.html,0
13503555_1,SEX: MALE RACE : BLACK D.O.B : 08-24-1950 HEIGHT : 5 ' 11 WEIGHT : 180 EYE : BROWN HAIR BLACK In Custody For : 001 MISDEMEANOR COUNT OF CRIMINAL TRESPASS 2ND DEG This dude looks like an olde version of Cornielious from `` Planet of the Apes '' !,1
13503555_2,LOL,0
13504442_1,"You can have your site on Odins Rage but host your picture and zip files somewhere else like geocities.com , cause Odins Rage doesnt give much room .",0
13504529_1,"Don't want to ruin the spirit of the mood , but are n't Russians for the most part Orthodox Christian , and they have a different day for Christmas ?",0
13504529_2,"I think it is January 6'th or 7'th , not the same as us .",0
13506182_1,Because the communist party was almost all jew out to kill any gentile that stood in their way or had property that the jew - communist wanted .,1
13507183_1,"Couple Befriend Negroid , Negroid Tries To Burn Down Couples Home - NNN Reporters Newsroom Forum Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire Reported by : Irika Sargent Last Update : 4/25 9 : 01 pm Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire | Local15tv.com , Mobile & Pensacola News , Entertainment , Videos , Business Search and Shopping This is what happens when you make friends with spearchuckers .",1
13508272_1,"http://www.newnation.vg/forums/showthread.php?p=325910 Coach Accused Of Fondling Student Student 's Mother Alerts Deputies After Finding Note POSTED : Monday , March 8 , 2010 UPDATED : 9 : 42 am EST March 9 , 2010 * * * Pedophile Alert * * * Robert Bennett. http://www.clickorlando.com/educatio...82/detail.html",0
13547398_1,Just got turned on to a website from a friend of mine .,0
13547398_2,Shows some interesting statistics about the jew rats ...,1
13547398_3,http://ifamericaknew.org/,0
13555448_1,It's sort of like the Black computer genius that only appears with any ubiquity on television or in the cinema .,0
13555448_2,"I know they 're probably out there , but I 've never met a Black IT professional who was n't exclusively in sales .",0
13561998_1,Have you ever heard about death mask of Franco ?,0
13561998_2,"One day I have seen it on EBay , but I 'm not sure about authenticity of the mask .",0
13591603_1,Is this group in Sweden genuine or are they thieves who steal money but never send the goods you order ?,0
13591603_2,Can any Swedish comrades tell me about them ?,0
13592269_1,"She is white but looks somewhat below average for a white Swedish girl , I think .",0
13592269_2,Why do the Swedes hide their best looking females ?,0
13592661_1,I must just say before this thread possibly dies that I have great fear that without action the cause will die along with the rise of multiculturatism,0
13597435_1,Glædelig jul !,2
13597435_2,"My Norwegian uncle has been visiting , and he has shared with us some things about Christmas celebrated in Norway ...",0
13597435_3,Interesting .,0
13597435_4,"I also have been talking to a person from Denmark , and I learned about gingerbread , dancing around the tree , and the various customs of Jul ( Dinner , place presents under the tree , desert , dance around tree , open presents ) .",0
13597435_5,"I found it to be pretty interesting , and I hope you all had a Gædelig jul !",0
13597435_6,Ca n't wait until tomorrow !,0
13597654_1,I had actualy written th epost for last summer but had to cancel my trip ... so it is 2005 !!! ok every body cool ? * L * Shann 2508,0
13599267_1,"LOL, ok I give up I just had never heard that specific word before and it was n't in my dictionary .",0
13599267_2,And since I 'm not really Sture Allén or Horace Engdahl I ca n't say if it 's in Svenska Akademins Ordlista .,0
13600193_1,i think some of you are a bit wrong on this one since Our Race Is Our Nation when will you learn ?,0
13604801_1,It makes me so damn angry that the swedes ca n't see it !!!,0
13604801_2,The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,1
13604948_1,"The only thing manipulated here are the minds of few foreigners , who reckon they can live amongest superiour , pagan blood .",1
13604948_2,"Det er forresten en ting til Órkneyjar vil si deg , `` Tack så mycket . ''",2
13604948_3,What say you of Jotunheim ?,0
13604958_1,Do you have any figures on this ?,0
13604958_2,I 'm pretty sure that tens of billions are sent abroad every year even though 50 + % stays in Sweden .,0
13605248_1,"Hmm... let 's try again , viewing by number of asylum seekers per 1,000 population .",0
13605248_2,These are much more important in my estimation .,0
13605248_3,"For instance , the U.S. lets in about 900,000 people legally every year , while Canada lets in about 225,000 .",0
13605248_4,"However , in per-capita rates , U.S. legal immigration is at about 3 per 1,000 annually , while for Canada it 's about 7 .",0
13605248_5,"Thus , shockingly , Canada may actually achieve a non-white majority before the U.S. does .",0
13605248_6,"Denmark : 2.3 ( 2001 ) , 1.1 ( 2002 ) , 0.9 ( 2003 ) , 0.6 ( 2004 ) . ( assuming population of 5.4 million ) Good job Denmark !",1
13605248_7,Let 's see it get down to zero !,0
13605248_8,"Norway : 3.3 ( 2001 ) , 3.9 ( 2002 ) , 3.5 ( 2003 ) , 1.8 ( 2004 ) . ( assuming population of 4.5 million ) Sweden : 2.6 ( 2001 ) , 3.7 ( 2002 ) , 3.5 ( 2003 ) , 2.6 ( 2004 ) . ( assuming population of 8.9 million ) Iceland is at about 0.2 .",0
13605248_9,"Finland , however , used to be very low , but it 's now higher than Denmark and nearly as high as Norway .",0
13605248_10,"By per capita take-ins , Norway was the worst in 2001 , but apparently the Norwegians cracked down in 2004 and they 're now lower than Sweden 's rate .",0
13605248_11,Aragorn,0
13607337_1,That is good news When i was in Norge ..,0
13607337_2,The only Blacks i saw were Somalies .. and they 're a cross mix of Black and Arabs .,0
13609323_1,"No, it 's not possible .",0
13609323_2,Read the earlier posts and see that there are still lots of non-whites coming to Denmark .,0
13610248_1,I do n't dare to look at them !,0
13610248_2,You should see what my grandma 's hair looked like 50 years ago ...,0
13611752_1,"Eldritch and myself went early to the harbour , but all the boats were cancelled on account of rough weather .",0
13611752_2,"One day , brother ... one day .",0
13613228_1,I've seen on the web he is making a new horror film called `` it waits '' but cant find that much about it,0
13615431_1,I thought they agreed they wouldn t do the Salem march this year because his parents didn t want the media attention ?,0
13615431_2,Jag har inte själv varit med någon gång men jag har stor respekt för de som deltar .,2
13617074_1,"Why, are you afraid that your son might come and find you drunk in a bar 20 years later and try to kill you or something ...",0
13646605_1,"Damn, Finland is closing in on Sweden in this poll !",0
13646605_2,But you are most welcome anyway Ugric _ Warspirit .,0
13646605_3,Suomalainen totta kai !,2
13843249_1,i get what your saying and there are thousands of non irish here who will never contribute anything to this land .,1
13843249_2,The folk im talking about have been shoulder to shoulder with me for a long time and i will continue to show loyalty and respect to them as they have more than earned it 828,0
13843422_1,"unless you are a tourist or here the study for a year or two please just go back Russian , we dont need or want more slavs",1
13843729_1,What a load of crap.Water are ye people for real Ireland is been taken over by non Irish and this rubbish .,1
13844126_1,I hate the word racist it makes people being called racist think that they are doing something wrong when they the immigrants coming here are doing something wrong,1
13844316_1,Reminds me of an old joke .,0
13844316_2,"Whats the difference between St. Patrcks Day , and Martin Luther King Day ? ........................... On St. Patricks day every body wishes they are Irish .",0
13844546_1,Im sorry that many people in my country are stupid .,0
13844546_2,They feel the need to close down a prison full of terroris / people who aided in the killing of our soldiers and scatter them all around the world. ??????????????????,0
13845891_1,and the Poles decide to up and leave therefore devastating the Irish economy as every man and his dog are telling us what are the potential ramifications for our welfare scrounging visitors from far ashore ?,0
13846521_1,"No I was asking for a link for were it says their banning the celtic cross , but thanks for the link i 'll check it out .",0
13846521_2,Cheers,0
13848611_1,If they have some marches and what not about showing pride in their culture you guys should go out and do the same If you could try and contact people you know in different cities and see if their willing to do the same .,0
13849471_1,"good luck NoRemorseNoRegrets , hopefully its good news about your job and lets hope you dont become another figure in a stat !",0
13850804_1,"I posted a thread in Stormfront Ireland the week before about english hooligans slashing an Irish mans throat , the thread dissappeared without explanation .",0
13851581_1,A crude drawing of a swastika on a wall with spraypaint will only make neutral people associate nazi 's with common lowlife scum .,0
13852217_1,Can a mod also change the thread title so it says the 10th ? dont want people showing up 10 days late,0
13855496_1,Watching those videos makes me feel like im going to explode with hatred for those creatures .,1
13855496_2,A feel a mix of intense hate and depression that we have let things degenerate so far .,0
13856416_1,From what I know they 're almost exclusively Nigerian asylum seekers .,0
13856416_2,"They have a few of their own shops , a food shop by the bus/train station and a clothes shop where they sell FUBU and other assorted gangsta rap crap .",0
13857116_1,This filth is a sectarian British song not an Irish folk song the sort of scum who wrote and admire this filth have no place on a WN forum yet alone an Irish forum,1
13857216_1,Thanks for that Limerickpit I have put that on my planner no doubt it will be a total destoration of the facts !!,0
13857781_1,"During the early punk scene , he was always seen decked out in a Union flag blazer , then all a sudden , an instant nationality transplant .",0
